ИНД (ТБ_ГОСБ_ТН);ИНД (ТБ_ГОСБ_ФИО);ТН 10;ТБ;ГОСБ;КМ;Эффективный КМ;2025, тыс. руб.;2024, тыс. руб. на конец месяца;Прирост, %;Прирост, тыс. руб.;ОД конец квартала, тыс. руб.
Среднерусский банк_Брянское ГОСБ №8605_0339407322;Среднерусский банк_Брянское ГОСБ №8605_Павлов Андрей Дмитриевич;339407322;Среднерусский банк;Брянское ГОСБ №8605;Павлов Андрей Дмитриевич;👎;157712;N/A;N/A;N/A;N/A
Среднерусский банк_Брянское ГОСБ №8605_0339407322;Среднерусский банк_Брянское ГОСБ №8605_Павлов Андрей Дмитриевич;339407322;Среднерусский банк;Брянское ГОСБ №8605;Павлов Андрей Дмитриевич;👎;185751;157712.0;17.78;28039.0;185751.0
Среднерусский банк_Брянское ГОСБ №8605_0647505975;Среднерусский банк_Брянское ГОСБ №8605_Семенов Ирина Ивановна;647505975;Среднерусский банк;Брянское ГОСБ №8605;Семенов Ирина Ивановна;👍;170854;144967.0;17.86;25887.0;170854.0
Среднерусский банк_Брянское ГОСБ №8605_0647505975;Среднерусский банк_Брянское ГОСБ №8605_Семенов Ирина Ивановна;647505975;Среднерусский банк;Брянское ГОСБ №8605;Семенов Ирина Ивановна;👍;144967;N/A;N/A;N/A;N/A
Среднерусский банк_Брянское ГОСБ №8605_1386508680;Среднерусский банк_Брянское ГОСБ №8605_Павлов Юлия Михайловна;1386508680;Среднерусский банк;Брянское ГОСБ №8605;Павлов Юлия Михайловна;👍;60117;N/A;N/A;N/A;N/A
Среднерусский банк_Брянское ГОСБ №8605_1386508680;Среднерусский банк_Брянское ГОСБ №8605_Павлов Юлия Михайловна;1386508680;Среднерусский банк;Брянское ГОСБ №8605;Павлов Юлия Михайловна;👍;87513;60117.0;45.57;27396.0;87513.0
Среднерусский банк_Брянское ГОСБ №8605_2082047231;Среднерусский банк_Брянское ГОСБ №8605_Лебедев Анастасия Ивановна;2082047231;Среднерусский банк;Брянское ГОСБ №8605;Лебедев Анастасия Ивановна;👍;212111;142778.0;48.56;69333.0;212111.0
Среднерусский банк_Брянское ГОСБ №8605_2082047231;Среднерусский банк_Брянское ГОСБ №8605_Лебедев Анастасия Ивановна;2082047231;Среднерусский банк;Брянское ГОСБ №8605;Лебедев Анастасия Ивановна;👍;142778;N/A;N/A;N/A;N/A
Среднерусский банк_Брянское ГОСБ №8605_2869551780;Среднерусский банк_Брянское ГОСБ №8605_Смирнов Ирина Андреевна;2869551780;Среднерусский банк;Брянское ГОСБ №8605;Смирнов Ирина Андреевна;👍;126879;120851.0;4.99;6028.0;126879.0
Среднерусский банк_Брянское ГОСБ №8605_2869551780;Среднерусский банк_Брянское ГОСБ №8605_Смирнов Ирина Андреевна;2869551780;Среднерусский банк;Брянское ГОСБ №8605;Смирнов Ирина Андреевна;👍;120851;N/A;N/A;N/A;N/A
Среднерусский банк_Брянское ГОСБ №8605_3353005780;Среднерусский банк_Брянское ГОСБ №8605_Алексеев Владимир Дмитриевич;3353005780;Среднерусский банк;Брянское ГОСБ №8605;Алексеев Владимир Дмитриевич;👍;134166;N/A;N/A;N/A;N/A
Среднерусский банк_Брянское ГОСБ №8605_3353005780;Среднерусский банк_Брянское ГОСБ №8605_Алексеев Владимир Дмитриевич;3353005780;Среднерусский банк;Брянское ГОСБ №8605;Алексеев Владимир Дмитриевич;👍;209163;134166.0;55.9;74997.0;209163.0
Среднерусский банк_Брянское ГОСБ №8605_4645501638;Среднерусский банк_Брянское ГОСБ №8605_Федоров Юлия Андреевна;4645501638;Среднерусский банк;Брянское ГОСБ №8605;Федоров Юлия Андреевна;👍;117827;N/A;N/A;N/A;N/A
Среднерусский банк_Брянское ГОСБ №8605_5181285727;Среднерусский банк_Брянское ГОСБ №8605_Попов Диана Андреевна;5181285727;Среднерусский банк;Брянское ГОСБ №8605;Попов Диана Андреевна;👍;206502;61769.0;234.31;144733.0;206502.0
Среднерусский банк_Брянское ГОСБ №8605_5181285727;Среднерусский банк_Брянское ГОСБ №8605_Попов Диана Андреевна;5181285727;Среднерусский банк;Брянское ГОСБ №8605;Попов Диана Андреевна;👍;61769;N/A;N/A;N/A;N/A
Среднерусский банк_Брянское ГОСБ №8605_6326880512;Среднерусский банк_Брянское ГОСБ №8605_Соколов Дарья Сергеевна;6326880512;Среднерусский банк;Брянское ГОСБ №8605;Соколов Дарья Сергеевна;👍;166580;60715.0;174.36;105865.0;166580.0
Среднерусский банк_Брянское ГОСБ №8605_6326880512;Среднерусский банк_Брянское ГОСБ №8605_Соколов Дарья Сергеевна;6326880512;Среднерусский банк;Брянское ГОСБ №8605;Соколов Дарья Сергеевна;👍;60715;N/A;N/A;N/A;N/A
Среднерусский банк_Брянское ГОСБ №8605_6493359017;Среднерусский банк_Брянское ГОСБ №8605_Михайлов Вероника Ивановна;6493359017;Среднерусский банк;Брянское ГОСБ №8605;Михайлов Вероника Ивановна;👍;52145;N/A;N/A;N/A;N/A
Среднерусский банк_Брянское ГОСБ №8605_6493359017;Среднерусский банк_Брянское ГОСБ №8605_Михайлов Вероника Ивановна;6493359017;Среднерусский банк;Брянское ГОСБ №8605;Михайлов Вероника Ивановна;👍;200273;52145.0;284.07;148128.0;200273.0
Среднерусский банк_Брянское ГОСБ №8605_6521447945;Среднерусский банк_Брянское ГОСБ №8605_Васильев Андрей Владимирович;6521447945;Среднерусский банк;Брянское ГОСБ №8605;Васильев Андрей Владимирович;👍;51579;N/A;N/A;N/A;N/A
